StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,213 - personal_1,213 - personal_2,213 - personal_3,213 - user query,213 - ranking_0_GROUP,213 - ranking_0_1_RANK,213 - ranking_0_2_RANK,213 - ranking_0_3_RANK,213 - ranking_0_4_RANK,213 - ranking_0_5_RANK,213 - ranking_0_6_RANK,253 - personal_1,253 - personal_2,253 - personal_3,253 - user query,253 - ranking_0_GROUP,253 - ranking_0_1_RANK,253 - ranking_0_2_RANK,253 - ranking_0_3_RANK,253 - ranking_0_4_RANK,253 - ranking_0_5_RANK,253 - ranking_0_6_RANK,234 - personal_1,234 - personal_2,234 - personal_3,234 - user query,234 - ranking_0_GROUP,234 - ranking_0_1_RANK,234 - ranking_0_2_RANK,234 - ranking_0_3_RANK,234 - ranking_0_4_RANK,234 - ranking_0_5_RANK,234 - ranking_0_6_RANK,283 - personal_1,283 - personal_2,283 - personal_3,283 - user query,283 - ranking_0_GROUP,283 - ranking_0_1_RANK,283 - ranking_0_2_RANK,283 - ranking_0_4_RANK,283 - ranking_0_5_RANK,283 - ranking_0_6_RANK,283 - ranking_0_3_RANK,Random ID,mistakes
2022-02-14 14:24:52,2022-02-14 14:26:42,0,24.190.102.86,100,110,1,2022-02-14 14:26:43,R_w0KhA0Hk8Fm50hX,,,,,40.7135009765625,-73.3545989990234375,anonymous,EN,1,,0,0,,4,4,5,Carpal Tunnel Syndrome symptoms,"1,4,3,5,2,6",1,5,3,2,4,6,4,5,5,Abscess tooth treatment,"3,2,1,4,5,6",3,2,1,4,5,6,5,5,5,Health benefits dark chocoalte,"5,2,4,3,1,6",5,2,4,3,1,6,5,5,5,Pennsylvania Hay Rides,"6,4,5,2,3,1",6,4,2,3,1,5,87418143393,1
2022-02-14 14:25:55,2022-02-14 14:28:45,0,174.54.117.229,100,169,1,2022-02-14 14:28:45,R_1EdmOl0EygDAG5X,,,,,40.00079345703125,-76.7696990966796875,anonymous,EN,1,,0,0,,4,4,5,carpal tunnel syndrome,"1,4,3,5,2,6",1,5,3,2,4,6,1,5,4,"treatments jaw abscess ","1,3,2,4,5,6",1,3,2,4,5,6,3,5,5,health benefits of dark chocolate,"5,3,2,4,1,6",5,3,2,4,1,6,3,2,5,Hay Ride Pennsylvania,"6,5,2,4,1,3",5,3,4,2,1,6,91630101620,1
2022-02-14 14:26:47,2022-02-14 14:30:03,0,73.247.140.237,100,195,1,2022-02-14 14:30:03,R_b2yA327bO5WbeY9,,,,,42.293701171875,-89.63539886474609375,anonymous,EN,1,,0,0,,5,4,5,"carpal tunnel syndrome ","4,1,5,2,3,6",2,4,5,1,3,6,5,4,5,back tooth pain possible abscess,"3,1,2,4,5,6",2,3,1,4,5,6,4,5,5,health benefits of dark chocolate,"5,6,4,3,2,1",6,5,4,3,1,2,4,4,5,hay ride in Pennsylvania,"4,2,5,6,1,3",5,2,1,3,4,6,68393256873,2
2022-02-14 14:26:57,2022-02-14 14:30:16,0,98.36.187.124,100,198,1,2022-02-14 14:30:16,R_3G6pY6bAW5BQcNW,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,1,,0,0,,4,2,4,Carpal tunnel symptoms,"1,5,2,4,3,6",1,3,5,4,2,6,4,2,3,Tooth abscess treatments,"1,3,2,4,5,6",1,3,2,4,5,6,4,4,2,Is dark chocolate healthy?,"6,5,4,2,3,1",6,4,5,3,2,1,3,1,4,Hay ride in Pennsylvania,"2,6,5,4,1,3",5,1,4,3,2,6,87550955025,2
2022-02-14 14:27:34,2022-02-14 14:30:23,0,71.135.7.251,100,169,1,2022-02-14 14:30:24,R_3kzFOO0mIAYFwD7,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,4,carpal tunnel symptoms,"5,1,4,3,2,6",2,5,4,3,1,6,4,2,4,tooth abscess treatment,"2,3,1,4,5,6",3,1,2,4,5,6,4,4,4,dark chocolate health benefits,"5,4,3,2,1,6",5,4,3,2,1,6,2,2,4,hayrides in pennsylvania,"6,2,4,5,1,3",5,2,3,4,1,6,45437107437,1
2022-02-14 14:26:03,2022-02-14 14:30:32,0,47.35.177.171,100,268,1,2022-02-14 14:30:32,R_1DLQdwwu337BFJq,,,,,43.421905517578125,-88.18470001220703125,anonymous,EN,0.89999997615814208984375,,0,0,,4,3,5,elderly carpal tunnel symptoms,"1,4,3,5,2,6",1,5,3,2,4,6,2,2,4,tooth pain abscess symptoms,"1,3,2,4,5,6",1,3,2,4,5,6,3,4,4,dark chocolate health benefits,"5,4,3,2,1,6",5,4,3,2,1,6,4,2,3,"hay rides in Pennsylvania USA ","2,5,4,6,1,3",5,1,3,2,4,6,64187163945,1
2022-02-14 14:28:14,2022-02-14 14:30:47,0,76.66.97.209,100,152,1,2022-02-14 14:30:47,R_3iISZMjKX050OHX,,,,,43.678497314453125,-79.2935028076171875,anonymous,EN,0.89999997615814208984375,,0,0,,2,2,2,"carpel tunnel syndrome signs ","2,3,4,1,5,6",4,1,2,3,5,6,3,4,4,"jaw pain treatments ","5,1,4,3,2,6",2,5,4,3,1,6,4,4,4,"dark chocolate  health benefits ","6,3,1,5,2,4",3,5,2,6,4,1,4,4,4,Pennsylvania hay rides,"4,3,1,5,2,6",3,5,1,4,6,2,60832753977,1
2022-02-14 14:28:21,2022-02-14 14:31:17,0,69.131.114.209,100,176,1,2022-02-14 14:31:17,R_3L56DzvXf7SGWwa,,,,,44.6273040771484375,-90.3574981689453125,anonymous,EN,1,,0,20,,5,3,5,carpal tunnel syndrome symptoms,"1,4,5,3,2,6",1,5,4,2,3,6,4,1,4,tooth abscess treatment options,"3,1,2,4,5,6",2,3,1,4,5,6,4,4,5,dark chocolate health benefits,"4,5,2,3,1,6",5,3,4,1,2,6,3,2,5,Pennsylvania hay rides,"4,5,2,6,1,3",5,3,1,2,4,6,76939266331,1
2022-02-14 14:19:10,2022-02-14 14:31:17,0,67.48.11.188,100,727,1,2022-02-14 14:31:17,R_D0PLbkwuMJ6rLjP,,,,,33.1909027099609375,-96.6197967529296875,anonymous,EN,1,,0,0,,4,4,5,"she is suffering from, and find more information of this syndrome.","2,6,5,1,3,4",4,1,5,6,3,2,2,3,4,treatment available for lot of pain.,"3,1,4,5,2,6",2,5,1,3,4,6,5,5,4,dark chocolate as  a healthy.,"1,6,2,3,5,4",1,3,4,6,5,2,2,4,4,Pennsylvania you can such a ride.,"4,1,5,2,6,3",2,4,1,3,5,6,95061988411,3
2022-02-14 14:28:14,2022-02-14 14:31:57,0,73.145.147.39,100,223,1,2022-02-14 14:31:57,R_2scAW1d9sxlTHyp,,,,,42.7366943359375,-84.475799560546875,anonymous,EN,0.89999997615814208984375,,0,0,,1,1,4,symptoms of carpal tunnel syndrome,"1,3,4,5,2,6",1,5,2,3,4,6,4,2,2,Molar abscess,"3,1,2,4,5,6",2,3,1,4,5,6,5,5,5,dark chocolate health benefits,"5,6,4,3,2,1",6,5,4,3,1,2,1,2,4,Pennsylvania hay rides,"2,6,4,5,1,3",5,1,3,4,2,6,79020814921,2
2022-02-14 14:30:17,2022-02-14 14:32:41,0,68.59.117.67,100,144,1,2022-02-14 14:32:42,R_soiDMRDdaPoNRBf,,,,,30.7781982421875,-83.55190277099609375,anonymous,EN,1,,0,0,,3,3,5,Carpal Tunnel symptoms,"5,1,2,4,3,6",2,3,5,4,1,6,2,3,5,Tooth abscess treatments,"1,3,4,2,5,6",1,4,2,3,5,6,4,4,5,Dark chocolate health benefits,"6,5,3,2,4,1",6,4,3,5,2,1,1,2,5,Hay rides in Pennsylvania,"6,2,5,4,1,3",5,2,4,3,1,6,85301543003,2
2022-02-14 14:24:25,2022-02-14 14:32:44,0,98.246.93.102,100,498,1,2022-02-14 14:32:44,R_2qBHtS3nWeGMY10,,,,,45.6652069091796875,-122.5214996337890625,anonymous,EN,1,,0,0,,5,4,5,Symptoms of carpel tunnel syndrome,"3,4,1,5,2,6",3,5,1,2,4,6,5,5,5,What are the signs of a tooth abscess,"3,1,2,4,5,6",2,3,1,4,5,6,5,5,5,Health benefits of dark chocolate,"4,5,3,2,1,6",5,4,3,1,2,6,2,2,4,Best hayrides in Pennsylvania,"4,5,6,3,1,2",5,6,1,2,3,4,50754168720,1
2022-02-14 14:29:25,2022-02-14 14:32:50,0,74.193.219.151,100,204,1,2022-02-14 14:32:51,R_1eOvQEVi7twQHqm,,,,,30.123504638671875,-93.18779754638671875,anonymous,EN,0.699999988079071044921875,,,,,5,5,5,carpel tunnel syndrome symptoms,"4,1,2,3,5,6",2,3,4,1,5,6,5,5,5,tooth abscess treatment,"3,1,4,2,5,6",2,4,1,3,5,6,5,5,5,dark chocolate health benefits,"2,6,3,4,1,5",5,1,3,4,6,2,5,5,5,Pennsylvania hayride,"2,6,4,5,1,3",5,1,3,4,2,6,26626279910,2
2022-02-14 14:24:26,2022-02-14 14:33:56,0,73.205.21.131,100,570,1,2022-02-14 14:33:56,R_ewXrLhzNDpZyVYB,,,,,26.611297607421875,-80.1743011474609375,anonymous,EN,0.800000011920928955078125,,0,0,,5,4,5,Carpal tunnel syndrome symptoms,"1,4,2,5,3,6",1,3,5,2,4,6,5,4,5,Symptoms of tooth abcess and treatment,"3,1,4,2,5,6",2,4,1,3,5,6,4,4,4,Health benefits of dark chocolate,"5,4,3,2,1,6",5,4,3,2,1,6,2,2,4,"Hay rides in Pennsylvania, USA","2,4,5,6,1,3",5,1,2,3,4,6,21415754272,1
2022-02-14 14:30:18,2022-02-14 14:35:38,0,172.219.207.73,100,319,1,2022-02-14 14:35:39,R_3kM6LYu1WjlN48C,,,,,51.109405517578125,-114.048797607421875,anonymous,EN,1,,0,0,,2,4,4,What is carpal tunnel syndrome?,"4,3,1,5,2,6",3,5,2,1,4,6,4,4,4,What are the treatments of abscess?,"3,2,1,5,6,4",3,2,1,6,4,5,3,5,4,What are the health benefits of dark chocolate?,"5,4,2,1,6,3",4,3,6,2,1,5,2,3,4,Where can I get hay ride in Pennsylvania?,"4,2,5,6,1,3",5,2,1,3,4,6,11207122090,3
2022-02-14 14:29:56,2022-02-14 14:36:53,0,68.111.199.94,100,416,1,2022-02-14 14:36:53,R_2XmMggDvPHa8XES,,,,,33.1096954345703125,-117.0670013427734375,anonymous,EN,1,,0,0,,4,3,4,what are the symptoms of carpal tunnel syndrome,"4,3,1,5,2,6",3,5,2,1,4,6,2,2,4,how to tell if you have an abscess tooth,"3,1,2,4,5,6",2,3,1,4,5,6,4,4,3,what are the health benefits of dark chocolate,"5,4,3,2,1,6",5,4,3,2,1,6,3,4,4,hay rides in Pennsylvania,"4,5,2,6,1,3",5,3,1,2,4,6,47788836492,1
2022-02-14 14:26:35,2022-02-14 14:37:19,0,198.14.17.52,100,644,1,2022-02-14 14:37:20,R_2X4G3AZ1IZdbuv2,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,0.89999997615814208984375,,0,25,,5,4,5,Symptoms of carpal tunnel syndrome,"1,4,3,5,2,6",1,5,3,2,4,6,5,4,5,What treatment are taken by the jaw's pain?,"5,6,3,1,2,4",4,5,3,6,1,2,5,4,4,What are the benefits of dark chocolate?,"3,2,1,6,4,5",3,2,1,5,6,4,4,4,5,What are the ways to find a hay ride in Pennsylvania,"2,4,5,6,1,3",5,1,2,3,4,6,70976206867,3
2022-02-14 14:26:21,2022-02-14 14:38:22,0,136.175.195.59,100,720,1,2022-02-14 14:38:22,R_9NVBtkSOKUVJ0w9,,,,,36.837493896484375,-76.09760284423828125,anonymous,EN,1,,0,25,,3,4,5,carpal tunnel synrome,"3,1,4,2,5,6",2,4,1,3,5,6,3,4,5,treatment,"4,6,1,5,2,3",3,5,6,1,4,2,3,4,5,health benefits,"6,3,2,1,5,4",4,3,2,6,5,1,3,4,5,planning for holiday,"2,1,4,6,3,5",2,1,3,6,4,5,99011925307,4
2022-02-14 14:31:23,2022-02-14 14:40:17,0,162.231.57.35,100,534,1,2022-02-14 14:40:17,R_OvX3CdNJvkNw22t,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,1,,0,0,,1,3,5,Carpal tunnel symptoms,"5,1,2,4,3,6",2,3,5,4,1,6,2,3,5,abscess tooth treatment,"1,2,3,4,5,6",1,2,3,4,5,6,5,4,5,dark chocolate benefits,"3,5,2,4,1,6",5,3,1,4,2,6,3,2,5,PA hay ride,"6,2,5,4,1,3",5,2,4,3,1,6,88879844020,1
2022-02-14 14:38:59,2022-02-14 14:42:31,0,75.91.5.234,100,211,1,2022-02-14 14:42:31,R_27KD6MMGDbA9TTg,,,,,31.499603271484375,-82.84709930419921875,anonymous,EN,1,,0,0,,5,5,5,symptoms of carpal tunnel syndrome,"4,1,3,5,2,6",2,5,3,1,4,6,5,5,5,how to treat an abscessed tooth,"3,1,2,4,5,6",2,3,1,4,5,6,4,5,5,is dark chocolate really healthy?,"4,5,2,3,1,6",5,3,4,1,2,6,4,3,4,Pennsylvania hay ride locations,"4,5,6,2,1,3",5,4,1,2,3,6,14107062271,1
2022-02-14 14:37:26,2022-02-14 14:42:39,0,73.214.206.210,100,312,1,2022-02-14 14:42:39,R_2QFFGUTVbL4gaCi,,,,,40.4241943359375,-79.76580047607421875,anonymous,EN,1,,0,0,,4,4,4,carpal tunnel symptoms,"4,3,1,2,5,6",3,4,2,1,5,6,4,4,4,tooth abscess treatment,"3,1,4,5,2,6",2,5,1,3,4,6,4,4,5,dark chocolate benefits,"4,5,3,2,1,6",5,4,3,1,2,6,4,2,4,hayride Pa locations,"4,2,6,5,1,3",5,2,1,4,3,6,63771188678,1
2022-02-14 14:40:26,2022-02-14 14:42:39,0,174.84.79.207,100,133,1,2022-02-14 14:42:40,R_3j6bOKvWTcsHZyx,,,,,42.9058990478515625,-83.99379730224609375,anonymous,EN,1,,0,0,,4,4,4,carpal tunnel symptoms,"4,1,5,3,2,6",2,5,4,1,3,6,4,3,4,abcessed tooth treatments,"3,1,4,2,5,6",2,4,1,3,5,6,4,5,4,health benefits dark chocolate,"5,4,2,3,1,6",5,3,4,2,1,6,2,3,4,Pennsylvania hay rides,"6,4,5,2,1,3",5,4,2,3,1,6,24383332012,1
2022-02-14 14:37:14,2022-02-14 14:43:04,0,104.180.12.247,100,350,1,2022-02-14 14:43:05,R_3GdfhyItoT2Tpex,,,,,34.1056976318359375,-118.3285980224609375,anonymous,EN,0.89999997615814208984375,,0,0,,2,1,5,Carpal tunnel syndrome hand pain symptoms in elderly,"4,3,1,5,2,6",3,5,2,1,4,6,1,1,5,Treatment for abscess causing tooth pain.,"3,1,4,2,5,6",2,4,1,3,5,6,4,1,5,Dark chocolate health benefits,"4,5,2,3,1,6",5,3,4,1,2,6,1,1,5,Pennsylvania hay ride locations,"4,5,2,6,1,3",5,3,1,2,4,6,51903715748,1
2022-02-14 14:39:49,2022-02-14 14:43:46,0,8.18.121.71,100,236,1,2022-02-14 14:43:46,R_VUwmXJ6meQs863v,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,0,25,,4,5,4,YOUR ELDERLY  AUNT HAS  RECENTLY  COMPLAINTED,"4,6,3,1,5,2",4,6,3,1,5,2,3,4,5,A TOOTH AT THE BACK OF YOUR JAW  IS GIVING YOU  A LOT OF PLAN,"3,4,5,1,2,6",4,5,1,2,3,6,4,5,4,A MAGAZINE ARTICLE  MENTIONED DARK CHOCOLATE AS A  HEALTHY,"2,5,6,1,3,4",4,1,5,6,2,3,4,5,4,YOU ARE PLANNING  A HOLIDAY  IN PENNSYLVANIA,"3,2,6,4,1,5",5,2,4,6,3,1,41992053997,3
2022-02-14 14:36:44,2022-02-14 14:46:42,0,73.9.146.59,100,598,1,2022-02-14 14:46:42,R_3MsPusCPASxDwzk,,,,,41.7191009521484375,-88.3303985595703125,anonymous,EN,1,,0,0,,1,5,5,symptoms of carpal tunnel syndrome,"3,4,1,2,5,6",3,4,1,2,5,6,1,5,5,treatments for abscess,"2,3,1,5,4,6",3,1,2,5,4,6,5,5,5,dark chocolate health benefits,"4,5,2,3,1,6",5,3,4,1,2,6,1,1,5,hay ride in Pennsylvania,"4,2,5,6,1,3",5,2,1,3,4,6,64529795213,1
2022-02-14 14:46:22,2022-02-14 14:49:00,0,67.150.10.30,100,158,1,2022-02-14 14:49:01,R_1gqJUI3V6tNgMxG,,,,,33.8040924072265625,-118.18740081787109375,anonymous,EN,1,,0,0,,1,1,2,tunnel syndrome,"1,5,2,3,4,6",1,3,4,5,2,6,2,1,1,tooth pain back lower jaw,"4,5,1,3,2,6",3,5,4,1,2,6,1,3,4,dark chocolate good for you,"6,3,2,4,5,1",6,3,2,4,5,1,1,1,4,Pennsylvania hay ride,"5,2,4,6,1,3",5,2,3,1,4,6,47942251241,2
2022-02-14 14:46:43,2022-02-14 14:49:13,0,69.250.86.106,100,149,1,2022-02-14 14:49:13,R_2vi6UlJg2BQLvdz,,,,,39.569305419921875,-76.98690032958984375,anonymous,EN,1,,0,0,,5,5,5,symptoms of carpel tunnel syndrome,"4,3,1,5,2,6",3,5,2,1,4,6,5,5,5,What are treatments for a tooth abscess,"3,1,2,4,5,6",2,3,1,4,5,6,5,5,5,health benefits of dark chocolate,"4,5,2,3,1,6",5,3,4,1,2,6,5,5,5,"hayrides in Pennsylvania, USA","4,5,2,6,1,3",5,3,1,2,4,6,93155764718,1
2022-02-14 14:48:44,2022-02-14 14:53:39,0,74.101.53.39,100,295,1,2022-02-14 14:53:41,R_2tyU2ugRx73IpjG,,,,,40.62860107421875,-73.93900299072265625,anonymous,EN,1,,0,20,,4,4,4,carpel tunnel symptoms,"1,4,3,2,6,5",1,4,3,2,6,5,4,4,4,jaw tooth pain,"2,5,4,1,6,3",4,1,6,3,2,5,4,4,4,dark chocolate health benefits,"2,4,5,3,6,1",6,1,4,2,3,5,1,1,4,hay ride Pennsylvania,"5,2,4,6,3,1",6,2,3,1,4,5,83445230023,5
2022-02-14 14:43:54,2022-02-14 14:56:34,0,140.177.246.217,100,759,1,2022-02-14 14:56:34,R_9RoF7pkEPIkowOl,,,,,40.842193603515625,-89.64019775390625,anonymous,EN,1,,0,0,,1,3,4,hand pain in the elderly,"1,4,5,3,2,6",1,5,4,2,3,6,1,2,4,tooth pain treatment,"4,1,2,3,5,6",2,3,4,1,5,6,2,3,2,healthiness of dark chocolate,"4,5,2,3,1,6",5,3,4,1,2,6,1,4,3,hay rides Pennsylvania,"4,2,6,5,1,3",5,2,1,4,3,6,36924604449,1
2022-02-14 14:55:31,2022-02-14 14:58:34,0,24.196.29.35,100,183,1,2022-02-14 14:58:35,R_1o7k8fJZjLxT49Z,,,,,32.315093994140625,-86.244903564453125,anonymous,EN,0.89999997615814208984375,,0,0,,5,4,5,symptoms of carpal tunnel,"4,3,1,5,2,6",3,5,2,1,4,6,5,4,5,tooth abscess treatment,"1,3,2,5,4,6",1,3,2,5,4,6,4,5,5,Health benefits of dark chocolate,"4,5,3,2,1,6",5,4,3,1,2,6,1,3,4,Pennsylvania hay ride,"4,6,2,5,1,3",5,3,1,4,2,6,37081445700,1
2022-02-14 14:57:22,2022-02-14 15:01:58,0,73.112.76.233,100,275,1,2022-02-14 15:01:58,R_3CU6XQR9eUwgEbv,,,,,40.7718048095703125,-74.20980072021484375,anonymous,EN,1,,0,0,,3,4,5,"Carpal tunnel symptoms ","1,5,4,3,2,6",1,5,4,3,2,6,2,2,3,"Abscess treatment ","1,2,3,4,5,6",1,2,3,4,5,6,2,2,4,"Dark chocolate health benefits ","4,5,3,2,1,6",5,4,3,1,2,6,2,1,3,Pennsylvania hay rides,"6,2,5,4,1,3",5,2,4,3,1,6,62450082050,1
2022-02-14 14:58:11,2022-02-14 15:04:17,0,216.160.195.18,100,366,1,2022-02-14 15:04:18,R_2aRGg60GN50pWbA,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,0,20,,4,3,4," carpal tunnel symptoms","1,5,3,4,2,6",1,5,3,4,2,6,3,4,3,tooth abscess treatments,"1,3,4,2,5,6",1,4,2,3,5,6,4,4,4,dark chocolate health benefits,"3,5,4,2,6,1",6,4,1,3,2,5,2,2,4,Pennsylvania hay ride,"2,6,5,4,1,3",5,1,4,3,2,6,57883484137,2
2022-02-14 15:02:58,2022-02-14 15:06:18,0,216.165.95.136,100,199,1,2022-02-14 15:06:18,R_2AHxfJCxYU5EiFH,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,1,,0,0,,1,4,5,carpal tunnel syndrome symptoms,"1,4,3,5,2,6",1,5,3,2,4,6,1,2,5,"abscessed tooth treatment ","1,3,2,4,5,6",1,3,2,4,5,6,4,4,5,dark chocolate health benefits,"5,3,4,2,1,6",5,4,2,3,1,6,1,1,5,Pennsylvania hay ride,"2,6,5,4,1,3",5,1,4,3,2,6,88725209033,1
2022-02-14 14:57:49,2022-02-14 15:07:10,0,154.13.49.57,100,560,1,2022-02-14 15:07:10,R_vVwHxIAvWqItrih,,,,,40.7041015625,-73.61840057373046875,anonymous,EN,0.800000011920928955078125,,0,75,,4,3,5,What are the symptoms of this syndrome.,"3,1,4,2,6,5",2,4,1,3,6,5,4,4,5,What treatments are available for tooth pain.,"6,1,4,3,2,5",2,5,4,3,6,1,5,4,4,What are the health benefits of dark chocolate.,"4,6,5,1,2,3",4,5,6,1,3,2,4,5,4,Find out where in Pennsylvania.,"1,4,5,2,6,3",1,4,2,3,5,6,25767430926,4
2022-02-14 15:03:39,2022-02-14 15:09:01,0,98.243.171.145,100,322,1,2022-02-14 15:09:01,R_URMI3A9dcfldXkB,,,,,41.8993072509765625,-84.04019927978515625,anonymous,EN,1,,0,0,,4,3,5,Carpal tunnel syndrome symptoms,"4,3,1,5,2,6",3,5,2,1,4,6,2,4,5,Abscess tooth treatments,"1,3,4,2,5,6",1,4,2,3,5,6,2,4,5,Health benefits of dark chocolate,"5,4,3,2,1,6",5,4,3,2,1,6,1,3,2,ha rides in Pennsylvania,"4,5,2,6,1,3",5,3,1,2,4,6,42981397919,1
2022-02-14 15:10:24,2022-02-14 15:13:31,0,162.193.23.43,100,186,1,2022-02-14 15:13:33,R_sNXCC3rGlVBn6M1,,,,,29.700897216796875,-95.5885009765625,anonymous,EN,1,,0,0,,2,4,4,carpel tunnel syndrome in hands,"1,4,5,3,2,6",1,5,4,2,3,6,2,4,4,tooth abscess pain,"3,1,5,2,4,6",2,4,1,5,3,6,3,4,4,Is dark chocolate healthy?,"6,5,4,3,2,1",6,5,4,3,2,1,2,3,3,Pennsylvania hay ride,"5,2,6,4,1,3",5,2,4,1,3,6,93026743906,2
2022-02-14 15:07:41,2022-02-14 15:15:16,0,207.244.71.82,100,454,1,2022-02-14 15:15:16,R_DH8VqwGVObLnHkl,,,,,39.6566009521484375,-75.56610107421875,anonymous,EN,0.89999997615814208984375,,0,105,,3,3,4,"carpal tunnel syndrome ","4,1,5,2,3,6",2,4,5,1,3,6,4,4,3,what treatment for abscess,"2,1,5,3,4,6",2,1,4,5,3,6,4,5,5,"what are the benefits of dark chocolate ","4,3,2,5,1,6",5,3,2,1,4,6,3,4,4,where in Pennsylvania can I go for hay ride,"2,4,6,5,1,3",5,1,2,4,3,6,20487957848,1
2022-02-14 14:19:17,2022-02-14 14:19:46,0,89.45.90.91,8,29,0,2022-02-14 15:19:26,R_RkxgqWKhiSgC1Xj,,,,,,,anonymous,EN,1,,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89334604218,0
2022-02-14 15:10:55,2022-02-14 15:21:07,0,207.244.71.79,100,612,1,2022-02-14 15:21:07,R_2WTGNLW6zm6pT29,,,,,39.6566009521484375,-75.56610107421875,anonymous,EN,0.89999997615814208984375,,0,75,,1,3,4,symptoms of carpal tunnel syndrome,"3,4,1,5,2,6",3,5,1,2,4,6,4,5,5,What treatments are available for an abscess,"3,1,2,4,5,6",2,3,1,4,5,6,1,5,5,health benefits of dark chocolate,"4,2,5,3,1,6",5,2,4,1,3,6,1,5,5,"hay ride sites in Pennsylvania ","4,5,2,6,1,3",5,3,1,2,4,6,62940897152,1
2022-02-14 14:23:15,2022-02-14 14:23:22,0,71.80.195.252,8,7,0,2022-02-14 15:23:24,R_5iQICHqCKNW8x4R,,,,,,,anonymous,EN,1,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42960957412,0
2022-02-14 15:27:11,2022-02-14 15:30:01,0,207.202.172.223,100,170,1,2022-02-14 15:30:03,R_2Y2Fi62wNkLxUAJ,,,,,40.2449951171875,-75.1331024169921875,anonymous,EN,1,,0,25,,4,3,3,i feel very interesting,"4,5,3,2,6,1",6,4,3,1,2,5,4,4,5,i feel very good great,"5,2,3,6,1,4",5,2,3,6,1,4,5,4,3,i feel very intresting,"6,4,5,3,2,1",6,5,4,2,3,1,5,4,3,i feel very good,"4,6,2,1,5,3",4,3,1,5,2,6,72316048431,4
2022-02-15 16:32:45,2022-02-15 16:38:53,0,116.240.168.151,46,367,0,2022-02-15 17:32:47,R_2XpJ8MDXR6p78QP,,,,,,,anonymous,EN,1,,0,0,,,,,,,,,,,,,4,3,5,tooth abscess treatments,,,,,,,,,,,,,,,,,,,1,1,1,test,"2,4,3,1,6,5",4,1,2,6,5,3,34911940917,1
2022-02-15 21:15:22,2022-02-15 21:21:01,0,116.240.168.151,23,339,0,2022-02-15 22:15:28,R_241toaqeghZFYa4,,,,,,,anonymous,EN,1,true,100,0,2022-02-15 05:32:51,,,,,,,,,,,,1,1,1,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37481697523,0
